respid,collect.id,startdate,enddate,freq.visit,freq.other,access.train,access.unitrans,access.amtrakbus,access.park,access.enjoy,access.other,time.visit,time.other,duration.visit,who.with,with.other,tripstart,start.other,tripend,end.other,zip,access.mode,access.other,walk.far,walk.issues,walk.weather,walk.safety,walk.facilities,bike.facilities,bike.far,bike.notown,bike.network,bike.safety,bike.ability,bike.weather,bike.amenities,bike.issues,bike.never,bike.parking,transit.farhome,transit.farwork,transit.time,transit.costs,transit.complex,transit.safety,transit.routes,transit.times,transit.frequency,transit.parkingcheap,transit.never,transit.unreliable,safety.satisfied,bike.satisfied,walk.satisfied,transit.satisfied,driving.satisfied,parking.satisfied,activity.satisfied,architecture.enjoy,access.enjoy,clean.enjoy,quiet.ejoy,lively.enjoy,parking.enjoy,useful.enjoy,other.enjoy,bus.support,signs.support,pedestrian.support,dropoff.support,bikepark.support,carpark.support,bathroom.support,art.support,coffee.support,bikevalet.support,stores.support,housing.support,office.support,plaza.support,cultural.support,evcharge.support,indoorbike.support,openresponse,noneed.prevent,difficult.prevent,parking.prevent,safety.prevent,trainservice.prevent,activity.prevent,bus.encourage,signs.encourage,pedestrain.encourage,dropoff.encourage,bikepark.encourage,carpark.encourage,bathroom.encourage,art.encourage,coffee.encourage,bikevalet.enocurage,store.encourage,housing.encourage,office.encourage,activespace.encourage,performance.encourage,openspace.encourage,plaza.encourage,cultural.encourage,evcharge.encourage,trainservice.encourage,future.vision,zipcode,updates,gender,gender.other,lgbt,asian,black.african,Caucasian,hispanic.latinx,native.american,pacific.island,ethnicity.notsay,ethnicity.other,age,hh.ft.wrkr,hhincome,hhvehicles
10780845257,235066737,2019-06-06 9:15:51,2019-06-06 9:23:07,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,UC Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95616,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Neutral,,Easy to access location,,,,,,,Strongly support,Neutral,Support,Neutral,Support,Oppose,Strongly support,Strongly support,Strongly support,Neutral,Support,Neutral,Neutral,Strongly support,Support,Neutral,Neutral,My biggest complaint would be the horrible smell inside the station and bathroom. I don’t know what it is but getting rid of that would go a long way.   More seating in the shade outside would be nice too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,,,,,,Middle Eastern,18-24,4 or more,"Over $150,000",4 or more
10779124531,235066737,2019-06-05 15:00:28,2019-06-05 15:03:07,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Somewhat false,False,Neither true nor false,Neither true nor false,Yes,Probably not,Probably not,Maybe,Maybe,Definitely not,Probably not,Probably not,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Probably not,Probably not,Probably not,Probably not,Probably not,Yes,,95616,No,Female,,,,,Caucasian,,,,,,25-34,1,"Between $30,000 and $49,999",1
10779080531,235066737,2019-06-05 14:37:37,2019-06-05 14:43:03,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I drive alone,,First reason,,,,,,First reason,,,,,,,,,,,,,,,,,First reason,,,,,Very Satisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,Neutral,Neutral,,,Clean and well-maintained,Quiet,,Convenient parking,,,Support,Support,Support,Neutral,Neutral,Strongly support,Support,Support,Oppose,Neutral,Neutral,Strongly oppose,Oppose,Oppose,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,Native American,,,,65+,1,"Over $150,000",2
10779038014,235066737,2019-06-05 14:16:25,2019-06-05 14:32:57,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning only,,5-30 minutes,"I travel with a friend, colleague, or family member.",,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,Somewhere else in Davis,,95605,I drive alone,,First reason,,,,,,First reason,,,Third reason,,Second reason,,,,,Second reason,,Third reason,,,,,First reason,,,,,Dissatisfied,Neutral,Satisfied,Neutral,Very Satisfied,Very Satisfied,Neutral,,Easy to access location,,,,,Useful transportation services,,Neutral,Neutral,Neutral,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly oppose,Neutral,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Neutral,Neutral,The current requirement to have a train ticket to park at the station is ideal. We already pay $400+ monthly to commute. Having to pay additional $ to park there is punishment to those who are trying to do right by using public transit. If you claim you want to support the use of public transit then you should back it up by increasing spaces to allow people who come to commute long distances to feel welcome. As long as you have proof you are a commuter we shouldn't be charged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,,,,,Prefer not to say,,35-44,1,"Between $75,000 and $99,999",1
10778413858,235066737,2019-06-05 10:02:33,2019-06-05 10:10:29,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I drive alone,,First reason,,Second reason,Third reason,,,Third reason,,,First reason,,Second reason,,,,,,,First reason,,Second reason,,,,Third reason,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,Useful transportation services,"convenient parking, only when available",Support,Neutral,Neutral,Neutral,Support,Support,Neutral,Strongly support,Neutral,Strongly support,Oppose,Neutral,Neutral,Support,Strongly support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778080599,235066737,2019-06-05 7:59:38,2019-06-05 8:13:09,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I drive alone,,First reason,,Second reason,Third reason,,,First reason,,,,,Second reason,,,,,Third reason,,Second reason,,,,,First reason,,,,,Very Satisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,Satisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,,,Neutral,Neutral,Neutral,Strongly support,Support,Strongly support,Support,Neutral,Strongly oppose,Neutral,Neutral,Strongly oppose,Strongly oppose,Neutral,Strongly oppose,Strongly oppose,Neutral,"I understand that the parking lot is limited and that commuters from Sacramento drive to Davis for the free parking and that the lot fills up by 7:00 a.m., but I already pay almost $500/month to take the train to work and leave at 5:45 a.m. to do so. Charging for parking in addition to my train ticket would produce a financial burden on me. I would consider commuting by car at that point.    I also don't see how charging for parking would make more spots available as commuters are essentially ""captive"" and will pay whatever we're forced to pay.    With the limited space available around the station, I don't know what the solution is. But I ask that you don't discourage taking mass transit by making it too expensive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,45-54,2,"Between $100,000 and $150,000",3
10777678255,235066737,2019-06-05 5:30:17,2019-06-05 5:31:28,5 or more days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777225619,235066737,2019-06-05 0:28:00,2019-06-05 0:30:31,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,False,True,False,False,False,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,Probably not,Yes,Yes,Maybe,Definitely not,Probably not,Maybe,Yes,Maybe,Maybe,Maybe,Probably not,Yes,,94544,,,,,,,,,,,,,,,,
10777109375,235066737,2019-06-04 22:39:34,2019-06-04 22:45:12,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,Neither true nor false,False,Somewhat false,Maybe,Yes,Yes,Definitely not,Yes,Definitely not,Maybe,Yes,Yes,Yes,Maybe,Yes,Probably not,Yes,Maybe,Yes,Yes,Yes,Definitely not,Yes,"More planters, develop parklets, create more open spaces with less cars.",94110-4053,Yes,Male,,Yes,,,,,,Pacific Islander,,,45-54,2,,0
10777103293,235066737,2019-06-04 22:32:43,2019-06-04 22:38:36,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Weekends and/or holidays,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Bay Area,,Downtown Davis,,94110,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,,Useful transportation services,,Support,Support,Strongly support,Support,Strongly support,Strongly oppose,Support,Support,Support,Support,Support,Strongly support,Support,Neutral,Support,Neutral,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,Yes,,,Caucasian,,,,,,35-44,2,,1
10777041959,235066737,2019-06-04 21:25:38,2019-06-04 21:30:56,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat false,Somewhat false,Somewhat true,Somewhat true,True,True,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Probably not,Maybe,Probably not,Probably not,Yes,Maybe,Yes,Yes,Yes,Probably not,Maybe,I'd like to see more activities/promotions/artwork. Maybe even a surveillance camera when it gets dark in the area?,94542,No,,,,,,,,,,,,,,,
10777039784,235066737,2019-06-04 21:23:52,2019-06-04 21:28:07,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Somewhat true,Neither true nor false,Somewhat true,True,Somewhat true,Yes,Yes,Yes,Maybe,Yes,Probably not,Maybe,Probably not,Probably not,Maybe,Maybe,Maybe,Maybe,Probably not,Maybe,Probably not,Probably not,Probably not,Probably not,Yes,Have the Pacific Surfliner pass through.,93033,Yes,Male,,No,Asian,,,,,,,,25-34,2,"Between $50,000 and $74,999",4 or more
10776942084,235066737,2019-06-04 19:49:21,2019-06-04 19:54:35,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,Bay Area,,95758,I drive alone,,First reason,,Second reason,Third reason,,,Second reason,First reason,,Third reason,,,,,,,First reason,,Second reason,,Third reason,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly support,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Adding more automobile parking would be HUGE for my daily commute - I essentially could wake up 15 minutes later / bond with my family for 15 more minutes if I knew that I would not have to ""battle"" for a parking spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,Asian,,,,,,,,25-34,2,"Over $150,000",2
10776798461,235066737,2019-06-04 17:59:57,2019-06-04 18:19:18,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,,,,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,Strongly support,Strongly support,Support,Support,Support,Strongly oppose,Support,Neutral,Support,Support,,Strongly support,Neutral,Neutral,Oppose,Support,Neutral,Please have Yolobus Route 42 stop at Davis Amtrak Station!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,No,,,Caucasian,,,,,,35-44,1,"Between $15,000 and $29,999",1
10776796160,235066737,2019-06-04 17:58:07,2019-06-04 18:01:20,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,False,False,False,Neither true nor false,False,Yes,Probably not,Yes,Probably not,Yes,Definitely not,Probably not,Probably not,Maybe,Maybe,Probably not,Yes,Probably not,Maybe,Maybe,Maybe,Maybe,Probably not,Definitely not,Yes,,94568,Yes,Female,,No,,,Caucasian,,,,,,35-44,2,"Over $150,000",1
10776787986,235066737,2019-06-04 17:51:49,2019-06-04 17:57:54,Once a month,,,,To access Amtrak bus connections.,,,,During the day,,5-30 minutes,I'm always alone.,,Other (please specify),I come in from Modesto to end up in Woodland.  Then do the reverse several days later. ,,,95356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Historic architecture,,,,,,,,Neutral,Support,Support,Strongly support,Neutral,Strongly support,Support,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,55-64,1,,1
10776785910,235066737,2019-06-04 17:50:30,2019-06-04 17:54:45,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",To access Unitrans bus service.,To access Amtrak bus connections.,I park at the station when I visit Downtown Davis.,To enjoy the public spaces at the station.,,Morning and evening,,,I'm always alone.,,Downtown Davis,,Bay Area,,95616,I drive with others,,First reason,,Third reason,,Second reason,,,,,,First reason,,,,,,Third reason,Second reason,,,,,,First reason,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,Lively,Convenient parking,Useful transportation services,,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,We love it and sad that it is paid parking now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,2,"Between $100,000 and $150,000",3
10776773883,235066737,2019-06-04 17:41:44,2019-06-04 17:44:52,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,UC Davis,,95816,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,Neutral,Strongly support,Support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Oppose,Strongly support,Neutral,Strongly oppose,Neutral,Oppose,Neutral,Neutral,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,25-34,1,"Between $30,000 and $49,999",2
10776738339,235066737,2019-06-04 17:15:58,2019-06-04 17:20:47,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Downtown Davis,,Downtown Davis,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,,,Support,Neutral,Strongly support,Neutral,Strongly support,Strongly oppose,Strongly support,Support,Support,Neutral,Support,Support,Strongly support,Support,Neutral,Neutral,Strongly support,Better non-automobile access to the station from all directions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,,Hispanic/Latinx,,,,,25-34,2,"Between $100,000 and $150,000",1
10776735949,235066737,2019-06-04 17:14:10,2019-06-04 17:22:21,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Solano County (Vallejo, Fairfield, Vacaville, etc.)",,Bay Area,,95620,I drive alone,,First reason,Second reason,Third reason,,,,First reason,,,Second reason,,Third reason,,,,,Second reason,,,,Third reason,,First reason,,,,,,Very Satisfied,Neutral,Neutral,Neutral,Very Satisfied,Dissatisfied,Neutral,Historic architecture,Easy to access location,,,,,,,Neutral,Neutral,Neutral,Strongly support,Neutral,Strongly support,Neutral,Neutral,Support,Neutral,Oppose,Oppose,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,45-54,2,,2
10776729574,235066737,2019-06-04 17:09:44,2019-06-04 17:15:58,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,To enjoy the public spaces at the station.,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I drive alone,,First reason,,,Second reason,,,,,,First reason,,,Second reason,,,,,,Second reason,,,,,First reason,,,,,Very Satisfied,Neutral,Satisfied,Neutral,Very Satisfied,Dissatisfied,Very Satisfied,Historic architecture,Easy to access location,,,Lively,Convenient parking,Useful transportation services,,Neutral,Support,Support,Support,Strongly support,Strongly support,Support,Support,Strongly support,Support,Oppose,Neutral,Neutral,Strongly support,Support,Strongly support,Support,The station is already great. I look forward to seeing your improvements!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,35-44,1,"Between $100,000 and $150,000",1
10773683828,235066737,2019-06-03 12:55:32,2019-06-03 13:02:28,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Downtown Davis,,Bay Area,,94133,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,,,,Quiet,,,,,Neutral,Strongly support,Support,Strongly support,Strongly support,Support,Strongly support,Support,Support,Strongly support,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Support,Neutral,Strongly oppose,"1.  the homeless issue is very disruptive some days.  panhandling etc.   2. bike theft is a big issue at the station so I never ride my bike to the station.    3.  the building bathrooms are so old.  updated bathrooms would be great.   4. the whole building needs to be updated.    5.  it would be nice to have a coffee shop on site that was open all the time.  6. a clear pick up/ drop off area would be nice, because cars will block the entrance.  7. the vending machines should go away...they don't work consistently.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,35-44,1,"Between $75,000 and $99,999",0
10773665993,235066737,2019-06-03 12:48:03,2019-06-03 12:53:34,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,5-30 minutes,I'm always alone.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,Downtown Davis,,95691,Other (please specify),amtrak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Historic architecture,Easy to access location,,,,,Useful transportation services,,Neutral,Strongly support,Strongly support,Strongly support,Support,Strongly support,Strongly support,Support,Strongly support,Support,Strongly oppose,Strongly oppose,Neutral,Neutral,Neutral,Neutral,Neutral,I would like to see provisions made to stop passengers crossing the tracks to get on or off the trains at davis when the train is on the 2nd track.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,,Hispanic/Latinx,,,,,45-54,2,"Over $150,000",2
10773473058,235066737,2019-06-03 11:29:41,2019-06-03 12:06:40,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,To access Amtrak bus connections.,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,Other (please specify),I park on J or I street and walk to the station from there. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,Support,Support,Strongly support,Neutral,Neutral,Strongly support,Neutral,Support,Support,Neutral,Support,Neutral,Neutral,Support,Support,Strongly support,Neutral,"I find it disappointing that not only is the Depot parking lot small and usually full before 6:30 AM, but now it will be paid parking. Amtrak provides a service that allows the public to travel without contributing to greenhouse gas emissions and congestion to the same degree as traveling via single-occupancy vehicle. Amtrak is by no means a cheap way to travel and tacking on parking fees is questionable, especially when many Amtrak riders (including myself) are residents of Davis and graduates of UC Davis who were unable to secure employment in Davis due to low job opportunity and therefore must travel outside the city or even county. I understand the economic benefit that comes from the parking fee and that the funds are ""dedicated"" to making improvements to downtown (improvements of course being subject to the opinion of the city and not the residents), but in which case why not convert all downtown street parking to paid? The people parking in downtown to access amenities actually IN the downtown such as restaurants or shopping should be paying towards said ""improvements"", not the people who park at an Amtrak dedicated lot to access the Amtrak, which just so happens to be in downtown  (and most if not all people doing so at 6AM, well before most downtown businesses are even open). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,,,,,,Bi-racial,25-34,1,"Between $50,000 and $74,999",1
10773065051,235066737,2019-06-03 8:59:46,2019-06-03 9:01:25,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10771823846,235066737,2019-06-02 18:18:07,2019-06-02 18:27:46,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Downtown Davis,,Bay Area,,95616,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,Neutral,Strongly support,Support,Strongly support,Neutral,Support,Strongly support,Strongly support,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neutral,Neutral,"More of a police presence. I was there when a guy committed suicide.  It was scary.  Also, the parking on the West-end is dangerous even though its 90 minute parking zone.  There have been several car break-ins in that area. I am concerned if a burglar is caught in the act by a train rider.  They usually carry weapons.  There are no cameras and lighting is poor.  Also, I worry about the low income residents who live in the housing/trailers on the other side of the railroad tracks.  The train noise, horn, and Davis  intercom system must wake them up.  Perhaps it would be better if the Amtrak assistant didn't use the intercom system but instead walk to where the raiders are at and make the verbal announcement at side walk level.  This only needs to be one in the early hours.  Please call me if you have any questions.  -Oscar, 323-270-6652 cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,,Hispanic/Latinx,,,,,45-54,2,"Over $150,000",1
10771746368,235066737,2019-06-02 16:52:59,2019-06-02 17:00:28,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,95695,I drive alone,,First reason,,Third reason,Second reason,,,First reason,,Third reason,Second reason,,,,,,,,,First reason,,Third reason,,,,Second reason,,,,Satisfied,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,Useful transportation services,,Support,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Support,Neutral,Support,Neutral,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Neutral,Support,Neutral,"Do not make commuters/visitors pay for parking. You cannot balance the City of Davis' budget on commuters' backs. If I have to pay for parking on top of my monthly Amtrak ticket, I will spend LESS at downtown shops, restaurants, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Prefer not to say,,Prefer not to say,,,,,,,Prefer not to say,,,,,
10770799142,235066737,2019-06-01 16:07:54,2019-06-01 16:14:33,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Bay Area,,UC Davis,,94118,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Historic architecture,Easy to access location,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Support,Neutral,Support,Neutral,Neutral,Neutral,Support,Support,Neutral,Support,Neutral,A few more Benches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,65+,1,"Between $75,000 and $99,999",2
10770767729,235066737,2019-06-01 15:20:20,2019-06-01 15:29:47,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a friend or family member,,First reason,,Second reason,,Third reason,,First reason,,,,,Second reason,Third reason,,,,First reason,,Second reason,,,,,Third reason,,,,,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Historic architecture,,Clean and well-maintained,,,,,,Strongly support,Neutral,Strongly support,Strongly support,Support,Strongly support,Support,Support,Strongly support,Support,Support,Neutral,Neutral,Support,Support,Neutral,Neutral,Covered areas for waiting when too hot or rainy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,2,"Between $100,000 and $150,000",2
10770738764,235066737,2019-06-01 14:38:05,2019-06-01 14:48:46,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,Somewhat false,Maybe,Yes,Probably not,Probably not,Maybe,Definitely not,Yes,Yes,Yes,Probably not,Yes,Probably not,Probably not,Yes,Probably not,Maybe,Probably not,Yes,Maybe,Yes,Would be great to have electric vehicle car share here.    More housing here also makes sense.  Make this a more active space that serves people and community uses first.  Don’t add more car parking for commuters. Improve bike and transit facilities instead. ,94117,Yes,Prefer not to say,,Yes,,,Caucasian,,,,,,45-54,2,"Between $100,000 and $150,000",0
